	DR. STRANGE/STEPHEN	ROBERTSON, RANDY	PUNISHER II/FRANK CA	BUCKY/BUCKY BARNES	LOCKHEED	TRITON	WONDER MAN/SIMON WIL	COUNTERWEIGHT/JACK P	NIGHTHAWK II/KYLE RI	MISS AMERICA/MADELIN	HUMAN TORCH ANDROID/	CYPHER/DOUG RAMSEY	ODIN [ASGARDIAN]	LUBENSKI, NATE	RESTON, CLIVE	HUMAN TORCH/JOHNNY S	TARR, BLACK JACK	MOCKINGBIRD/DR. BARB	ICEMAN/ROBERT BOBBY	USAGENT/CAPTAIN JOHN	LEEDS, NED	WOLVERINE/LOGAN	HELLCAT/PATSY WALKER	BISHOP /	DE LA FONTAINE, CONT	ROGUE /	MERCADO, JOY	DUGAN, TIMOTHY ALOYI	CARTER, SHARON	SPIDER-MAN/PETER PAR	TALBOT, GLENN	ARBOGAST, BAMBI	DAREDEVIL/MATT MURDO	ANT-MAN/DR. HENRY J.	STORM/ORORO MUNROE S	LEEDS, BETTY BRANT	SUMMERS, NATHAN CHRI	KA-ZAR/KEVIN PLUNDER	REDWING	KINGPIN/WILSON FISK	CABE, BETHANY	SYNCH/EVERETT THOMAS	GORGON [INHUMAN]	SHE-HULK/JENNIFER WA	IRON MAN/TONY STARK	CANNONBALL II/SAM GU	GREEN GOBLIN/NORMAN	RED SKULL/JOHANN SCH	SILVER SURFER/NORRIN	DORMA [ATLANTEAN]	UATU	CLOAK/TYRONE JOHNSON	NAMORITA/NITA PRENTI	INVISIBLE WOMAN/SUE	SCARLET WITCH/WANDA	BANNER, BETTY ROSS T	ALRAUNE, MARLENE	CUSHING, KATE	POWER, DR. JIM	STACY, JILL	JUSTICE II/VANCE AST	GAMBIT/REMY LEBEAU	CHAMBER/JONOTHON STA	NIGHT THRASHER/DUANE	LILANDRA NERAMANI [S	RINTRAH	PUCK/EUGENE MILTON J	JAMESON, MARLA MADIS	SIF	SUNSPOT/ROBERTO DACO	CAPTAIN MARVEL II/MO	HUSK/PAIGE GUTHRIE	BINARY/CAROL DANVERS	MOONSTONE II/KARLA S	DAZZLER II/ALLISON B	MAGIK/ILLYANA RASPUT	PYRO/ALLERDYCE JOHNN	LEECH	STARSHINE II/BRANDY	VISION	KARNAK [INHUMAN]	MAGMA/AMARA AQUILLA/	BLOB/FRED J. DUKES	MACTAGGERT, MOIRA KI	DOC SAMSON/DR. LEONA	FIRESTAR/ANGELICA JO	JAMESON, COL. JOHN	BOOMER/TABITHA SMITH	STRONG GUY/GUIDO CAR	MICROCHIP/LINUS LIEB	WOLFE, SARA	LYJA LAZERFIST [SKRU	BLACK PANTHER/T_CHAL	WINGFOOT, WYATT	MOONDRAGON/HEATHER D	MARROW/SARAH	CAPTAIN AMERICA	PROFESSOR X/CHARLES	KINCAID, DR. JANE FO	OSBORN, LIZ ALLAN	ROSS, GEN. THADDEUS	BLACK KNIGHT V/DANE	MASTERS, ALICIA REIS	MEDUSA/MEDUSALITH AM	BALDER [ASGARDIAN]	ROBERTSON, JOE	POLARIS/LORNA DANE	FRENCHIE/JEAN-PAUL D	WU, LEIKO	FORGE	PAGE, KAREN	COLOSSUS II/PETER RA	THUNDERSTRIKE/ERIC K	ROM, SPACEKNIGHT	NOVA/RICHARD RIDER	WARLOCK III	JONES, RICHARD MILHO	MEGGAN	POWER MAN/ERIK JOSTE	CLEA	JAMESON, J. JONAH	JUBILEE/JUBILATION L	VENOM/EDDIE BROCK	GALACTUS/GALAN	LOKI [ASGARDIAN]	MR. FANTASTIC/REED R	HERCULES [GREEK GOD]	QUASAR III/WENDELL V	SHANNA/SHANNA O_HARA	ZABU	SHANG-CHI	SMITH, SIR DENIS NAY	SKIN/ANGELO ESPINOSA	TIGRA/GREER NELSON	MAGNETO/MAGNUS/ERIC	SUB-MARINER/NAMOR MA	JONES, MARLO CHANDLE	BOX IV/MADISON JEFFR	CRYSTAL [INHUMAN]	WATSON, ANNA	SHADOWCAT/KATHERINE	VIZIER	PENANCE/MONET ST. CR	SHAMAN/MICHAEL TWOYO	QUICKSILVER/PIETRO M	NORRISS, SISTER BARB	DRACULA/VLAD TEPES	KNIGHT, MISTY	VOLSTAGG	SIRYN/THERESA ROURKE	GEE/ALEX POWER	STACY, GWEN	FALCON/SAM WILSON	WHITE QUEEN/EMMA FRO	AURORA/JEANNE-MARIE	SPIDER-MAN CLONE/BEN	WOLFSBANE/RAHNE SINC	PARKER, MAY	PHOENIX III/RACHEL S	MS. MARVEL II/SHARON	CARTER, PEGGY	ANGEL/WARREN KENNETH	FANDRAL [ASGARDIAN]	BEETLE/ABNER RONALD	PETROVITCH, IVAN	WONG	CAGE, LUKE/CARL LUCA	POWER, MARGARET	BLACK BOLT/BLACKANTO	APOCALYPSE/EN SABAH	BARON MORDO/KARL MOR	JONES, GABE	JARVIS, EDWIN	LIVING LIGHTNING/MIG	COUNTERWEIGHT II/KAT	GRANT, GLORIA GLORY	HEIMDALL [ASGARDIAN]	SASQUATCH/WALTER LAN	MADDICKS, ARTHUR ART	THOMPSON, EUGENE FLA	LIZARD/DR. CURTIS CO	DAGGER/TANDY BOWEN	SPEEDBALL/ROBBIE BAL	BLACK WIDOW/NATASHA	QUARTERMAIN, CLAY	RICTOR/JULIO ESTEBAN	DOMINO III/BEATRICE/	THOR/DR. DONALD BLAK	DRAKE, FRANKLIN	DR. DOOM/VICTOR VON	URICH, BEN	OSBORN, HARRY	KARNILLA [ASGARDIAN]	LONGSHOT	MARVEL GIRL/JEAN GRE	IRON MAN IV/JAMES R.	PHARAOH RAMA-TUT	LEADER/SAM STERNS	HAVOK/ALEX SUMMERS	HUDSON, HEATHER	ANCIENT ONE	FURY, COL. NICHOLAS	ROSENTHAL, BERNIE	STARFOX/EROS	THUNDERBIRD II/JAMES	MANDARIN	DORMAMMU	NELSON, FRANKLIN FOG	THING/BENJAMIN J. GR	DIAMONDBACK II/RACHE	SHATTERSTAR II/GAVEE	WING, COLLEEN	LIGHTSPEED/JULIE POW	HOGAN, VIRGINIA PEPP	CAPTAIN BRITAIN/BRIA	BLACK CAT/FELICIA HA	SERSI/SYLVIA	SITWELL, JASPER	NORTHSTAR/JEAN-PAUL	SPIDER-WOMAN II/JULI	MOON KNIGHT/MARC SPE	WASP/JANET VAN DYNE	PSYLOCKE/ELISABETH B	HULK/DR. ROBERT BRUC	HOGAN, HAROLD J. HAP	MADAME MASQUE/GIULIE	LOCKJAW [INHUMAN]	ENCHANTRESS/AMORA/HE	CAPTAIN MARVEL/CAPTA	NIGHTCRAWLER/KURT WA	VASHTI	BEAST/HENRY &HANK& P	DR. OCTOPUS/OTTO OCT	VAN HELSING, RACHEL	SANDMAN/WILLIAM BAKE	HOGUN [ASGARDIAN]	WATSON-PARKER, MARY	SCREAMING MIMI/MELIS	PATRIOT/JEFF MACE	TALISMAN II/ELIZABET	HARKNESS, AGATHA	MIRAGE II/DANIELLE M	GARGOYLE II/ISAAC CH	RICHARDS, FRANKLIN B	HAWK	IRON FIST/DANIEL RAN	CYCLOPS/SCOTT SUMMER	HOBGOBLIN V/JASON PH	BANSHEE/SEAN CASSIDY
IRON MAN/TONY STARK	9.051868949826534e-05	0	0	0	0	0	0.000433445263174386	0	0	0	0	0	0	0	0	0.00018800035511178187	0	0.00012881505813214683	0	0.00015144473050671318	0	0	0	0	0	0	0	0	0	0.00016362993870840275	0	0.00013925952230502362	9.225943352707814e-05	0.0005065565123845234	0	0	0	0	0	0	9.400017755589094e-05	0	0	0.00016188919467958996	0	0	0	0	0	0	0	0	0	0.00019844481928465866	0.0006475567787183598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00013403729021858524	0	0	0	0	0	0	0.0005796677615946608	0	0	0	0	0	0	0	0	0	0	0	0	0.0002088892834575354	0	8.703720144063976e-05	0	0.0007763718368505066	0	0	0	0	8.703720144063976e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00010096315367114212	0	0	0	0	0	0	0	0	0.00022281523568803779	0.0001375187782762108	0	0	0	0	0	0	0.00015144473050671318	0	0.00012359282604570846	0	0	0	0	0	0	0	0	0.00019148184316940747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003185561572727415	0	0	0	0	0	0	0	0	0	0	0.00016362993870840275	0	0	0	0.0005988159459116016	0	0	0	0	0	0	0	0.0003290006214456183	0	0	0	0	0	0.00015666696259315156	0	0	0	0.00011314836187283169	0	0	0.00022455597971685057	0	0	0	0	0.00020366705137109703	0	0	0	0.00010270389769995491	0	0.0001079261297863933	0	0.0005239639526726514	0	0.0001479632424490876	0.00019844481928465866	9.922240964232933e-05	0	0	0	0	0	0.0002471856520914169	0	0	0	0	0	0	0	0	0	0	0	0	0.0005117787444709618	0	0	0	0
CANNONBALL II/SAM GU	0	0	0	0	0	0	0	0	0	0	0	9.922240964232933e-05	0	0	0	0	0	0	9.400017755589094e-05	0	0	0.00016711142676602834	0	0	0	9.225943352707814e-05	0	0	0	0	0	0	0	0	0.00017755589093890512	0	0.0001410002663338364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00030985243712867755	0	0	0	0	0	0.00015840770662196437	0	0	0	0	0	0.00011837059395927007	0	0	0	0	0	0.0002158522595727866	0	0	0	0	0	0	0	0	0	0.00013577803424739802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00017059291482365393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.574092158470373e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.400017755589094e-05	0	0	0	0	0	0	0.0002611116043219193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001061853857575805	0	0	0	0	0	0	0	0	0.00012185208201689566	0	0	0	0	0	0	0	0	0	0.00016711142676602834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001044446417287677	0	0	0	0	0	0	0	0	0	0.00025763011626429367	0	0	0	0	0.00012533357007452124	0	0
GREEN GOBLIN/NORMAN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001479632424490876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00010096315367114212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.051868949826534e-05	0	0	0	0	0	0	0	0	0	0	0	0
RED SKULL/JOHANN SCH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000212370771515161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SILVER SURFER/NORRIN	0.00012185208201689566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00012011133798808286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001061853857575805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.400017755589094e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00012185208201689566	0	0.00011140761784401889	0	0	0	0	0	0	0	0	0	8.877794546945256e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00012707431410333405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00011488910590164449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DORMA [ATLANTEAN]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00011662984993045727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.877794546945256e-05	0	0	0	0	0	0	0	0	0	0
UATU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.877794546945256e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLOAK/TYRONE JOHNSON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00016885217079484112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAMORITA/NITA PRENTI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.051868949826534e-05	0	0	0.0001079261297863933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00011488910590164449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001427410103626492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00011140761784401889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00011662984993045727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
INVISIBLE WOMAN/SUE	0	0	0	0	0	0	0.0001061853857575805	0	0	0	0	0	0	0	0	0.0012080763559960798	0	0	0	0	0	8.877794546945256e-05	0	0	0	0	0	0	0	0.00016885217079484112	0	0	0.00010096315367114212	0.00011662984993045727	0	0	0	0	0	0	0	0	0	0.000212370771515161	0.00019844481928465866	0	0	0	0.0001061853857575805	0	0	0	0	0	0.00015144473050671318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00016014845065077715	0	0	0	0	0	0	0	0	0	0	0	0.000144481754391462	0	0	0	0	0.0002593708602931065	0	0	0	0	0	0.0002454449080626041	0.00011837059395927007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0012202615641977695	0	0	0	0	0	0	0	0	0	0.00017755589093890512	0	0	0.00016711142676602834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00019322258719822025	0	0.00016711142676602834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011628170112469472	0	0	0	0	0	0	0	0	0	0	0	0	0.00015144473050671318	0	0.00013403729021858524	0	0	0	0	0	0	0	9.400017755589094e-05	0	0	0	0	0	0	0	0	8.877794546945256e-05	0	0	0.0004003711266269429	0.0001079261297863933	0	0	0	0
SCARLET WITCH/WANDA	0.0001079261297863933	0	0	0	0	0	0.0004543341915201395	0	0	0	0	0	0	0	0	0.00015318547453552596	0	0.00011662984993045727	0	0.0001810373789965307	0	0	0	0	0	0	0	0	0	0.00011662984993045727	0	0	0	0.000424741543030322	0	0	0	0	0	0	0	0	0	0.00015840770662196437	0.0006475567787183598	0	0	0	0	0	0	0	0	0.00015144473050671318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001079261297863933	0	0.0001096668738152061	0	0	0	0	0	0	0.0007345939801589996	0	0	0	0	0	0	0	0	0	0	0	0	0.00018800035511178187	0	0.00010096315367114212	0	0.0006510382667759854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00015492621856433877	0.00015318547453552596	0	0	0	0	0	0	0.00012011133798808286	0	0.00010270389769995491	0	0	9.574092158470373e-05	0	0	0	0	0	0.000365556246050687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00026633383640835767	9.748166561351653e-05	0	0	0	0	0	0	0	0	0	0.00016537068273721553	0	0	0	0.00044214898331844995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001061853857575805	0	0	0	0	0.00017233365885246672	0	0	0	0	0	0	0	0	0	0	0.00013055580216095964	0	0.0004752231198658931	0	0.00011314836187283169	0	0	0	0	0	0	0	0.0002524078841778553	0	0	0	0	0	0	0	0	0	0	0	0	0.0005239639526726514	0	0	0	0
BANNER, BETTY ROSS T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00016711142676602834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00012359282604570846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00025763011626429367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00021411151554397381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000433445263174386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALRAUNE, MARLENE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00011140761784401889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001427410103626492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CUSHING, KATE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001096668738152061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POWER, DR. JIM	0	0	0	0	0	0	0	9.748166561351653e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.922240964232933e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.748166561351653e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.748166561351653e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STACY, JILL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.922240964232933e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JUSTICE II/VANCE AST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.051868949826534e-05	0	0	0	0	0	0	0	0	0	0	9.225943352707814e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00019844481928465866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00011314836187283169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
